timestamp,container,cpu,mem,mem_percent,net_io,block_io,pids
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.01%,36.13MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.03%,37.16MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,27
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.63MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,35.99MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.01%,35.52MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.01%,37.13MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.82MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.01%,36.07MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:47:11,novamart-localstack,0.04%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:47:11,novamart-inventory-dynamodb,94.60%,364.2MiB / 11.32GiB,3.14%,120MB / 35.1MB,0B / 5.63MB,60
2026-01-06T22:47:11,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:47:15,novamart-inventory-service,109.11%,214.7MiB / 11.32GiB,1.85%,57.2MB / 136MB,0B / 4.1kB,22
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.44%,35.7MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.03%,35.05MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,25
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.51MiB / 11.32GiB,0.31%,9.98kB / 17.3kB,0B / 8.19kB,24
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.19MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.01%,37.06MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.28MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,28
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.4MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.03%,36.73MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,36.05MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.03%,35.59MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.02%,37.13MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.96MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.56%,36.17MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.65MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:47:15,novamart-localstack,0.04%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:47:15,novamart-inventory-dynamodb,92.54%,365.2MiB / 11.32GiB,3.15%,124MB / 36.5MB,0B / 5.63MB,60
2026-01-06T22:47:15,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:47:18,novamart-inventory-service,111.79%,231.7MiB / 11.32GiB,2.00%,59.2MB / 140MB,0B / 4.1kB,22
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.7MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.18MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,26
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.65MiB / 11.32GiB,0.32%,9.98kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.18MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.17MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.28MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,28
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.47MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.73MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,36.05MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.01%,35.59MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.43%,37.2MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.96MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.17MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.01%,36.82MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:47:18,novamart-localstack,0.03%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:47:18,novamart-inventory-dynamodb,95.75%,365.4MiB / 11.32GiB,3.15%,129MB / 37.7MB,0B / 5.63MB,60
2026-01-06T22:47:18,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:47:21,novamart-inventory-service,112.70%,226.4MiB / 11.32GiB,1.95%,61.4MB / 146MB,0B / 4.1kB,22
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.7MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.01%,35.18MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,26
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.65MiB / 11.32GiB,0.32%,9.98kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.18MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.17MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.27MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,28
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.47MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.73MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,36.05MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.02%,35.59MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.01%,37.21MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.95MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.17MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.04%,36.8MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:47:21,novamart-localstack,0.05%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:47:21,novamart-inventory-dynamodb,95.63%,364.9MiB / 11.32GiB,3.15%,134MB / 39.1MB,0B / 5.64MB,60
2026-01-06T22:47:21,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.01%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:47:24,novamart-inventory-service,111.56%,242.9MiB / 11.32GiB,2.10%,63.5MB / 151MB,0B / 4.1kB,22
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.7MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.01%,35.18MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,26
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.64MiB / 11.32GiB,0.32%,9.98kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.18MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.16MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.27MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,28
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.01%,36.47MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.73MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,36.05MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.02%,35.59MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.02%,37.21MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.95MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.17MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.8MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:47:24,novamart-localstack,0.04%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:47:24,novamart-inventory-dynamodb,93.40%,364.4MiB / 11.32GiB,3.14%,138MB / 40.5MB,0B / 5.64MB,60
2026-01-06T22:47:24,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.02%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:47:27,novamart-inventory-service,111.28%,256.6MiB / 11.32GiB,2.21%,65.6MB / 156MB,0B / 4.1kB,22
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.7MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.18MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,26
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.64MiB / 11.32GiB,0.32%,9.98kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.04%,36.19MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.16MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.27MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,28
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.03%,36.46MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.01%,36.73MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,36.05MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.01%,35.59MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.02%,37.2MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.95MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.16MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.03%,36.8MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:47:27,novamart-localstack,33.95%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:47:27,novamart-inventory-dynamodb,95.76%,364.5MiB / 11.32GiB,3.14%,143MB / 41.8MB,0B / 5.64MB,60
2026-01-06T22:47:27,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.02%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:47:30,novamart-inventory-service,110.48%,256.4MiB / 11.32GiB,2.21%,67.9MB / 161MB,0B / 4.1kB,22
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.7MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.18MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,26
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.64MiB / 11.32GiB,0.32%,9.98kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.19MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.16MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.02%,37.27MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,28
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.02%,36.46MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.73MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,36.05MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.02%,35.59MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.03%,37.2MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.95MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.16MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-5f03faccf3ab85498585863355ed7ae0,0.02%,36.8MiB / 11.32GiB,0.32%,10.3kB / 17.3kB,0B / 12.3kB,27
2026-01-06T22:47:30,novamart-localstack,0.04%,1.707GiB / 11.32GiB,15.08%,3.92MB / 2.64MB,8.95MB / 7.22GB,1059
2026-01-06T22:47:30,novamart-inventory-dynamodb,91.81%,364.5MiB / 11.32GiB,3.14%,148MB / 43.2MB,0B / 5.64MB,60
2026-01-06T22:47:30,novamart-localstack-lambda-novamart-inventory-handler-200acf734ffa22fd85785e74529d7a81,0.02%,14.11MiB / 11.32GiB,0.12%,19kB / 22kB,0B / 12.3kB,17
2026-01-06T22:47:34,novamart-inventory-service,110.97%,257.2MiB / 11.32GiB,2.22%,70MB / 166MB,0B / 4.1kB,22
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-d680ff31c9f282a9a4a60b67cd288135,0.02%,35.7MiB / 11.32GiB,0.31%,11.1kB / 17.4kB,0B / 12.3kB,28
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-af3ece34afdc6f78386064123366d258,0.02%,35.18MiB / 11.32GiB,0.30%,9.94kB / 17.2kB,0B / 8.19kB,26
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-7628f368b9c53e496ab20cf6d732fb0d,0.02%,36.64MiB / 11.32GiB,0.32%,9.98kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-471814cdd3b52fb4b83f70b8ff9caa74,0.02%,36.19MiB / 11.32GiB,0.31%,11.4kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-7b1d04499dbffc95d2de821185c9c987,0.02%,37.16MiB / 11.32GiB,0.32%,9.83kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-441f5e77697f54f3479cc4504fa503ae,0.03%,37.27MiB / 11.32GiB,0.32%,11.2kB / 17.4kB,0B / 8.19kB,28
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-e1208ecc439f3b423d72860681aa4f20,0.01%,36.46MiB / 11.32GiB,0.31%,10.1kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-94582f3c5c2a4ae035b3dd2c556bfa97,0.02%,36.73MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-2549e8fead1b904b78c59a2008753f6f,0.02%,36.05MiB / 11.32GiB,0.31%,11.8kB / 17.3kB,0B / 8.19kB,26
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-140d8423947107052a51c4879661b553,0.02%,35.59MiB / 11.32GiB,0.31%,11.7kB / 17.4kB,0B / 8.19kB,25
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-cd29e7cf2e2e5ef9ad3b40837db77c41,0.01%,37.2MiB / 11.32GiB,0.32%,9.66kB / 17.3kB,0B / 8.19kB,27
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-4b52a25ea4a3e717ad4e99961ff31164,0.02%,36.95MiB / 11.32GiB,0.32%,11.7kB / 17.4kB,0B / 8.19kB,26
2026-01-06T22:47:34,novamart-localstack-lambda-novamart-inventory-handler-edf4db05cfaeb51fac6c39e26fc13f5a,0.02%,36.16MiB / 11.32GiB,0.31%,11.2kB / 17.4kB,0B / 8.19kB,25
